day,z_f_1,z_f_2,z_f_3,z_f_4,z_f_5,z_f_6,z_f_7,z_f_8
38,0.088403426,-0.111900896,-0.35582048,0.24335666,0.09465857,0.08102885,-0.089487754,-0.08960193
39,0.09831935,-0.116382,-0.33055955,0.23555645,0.079090826,0.0859321,-0.033509284,-0.072696455
40,0.08296785,-0.124010555,-0.35278016,0.23744474,0.10665843,0.07609169,-0.09978651,-0.09126362
41,0.096562296,-0.14075504,-0.34216207,0.25434244,0.113525,0.040939122,-0.11886686,-0.10538222
42,0.06324367,-0.12263185,-0.35945207,0.23230867,0.08490032,0.010216624,-0.1226714,-0.048838556
43,0.120558426,-0.1253101,-0.3433463,0.20808527,0.033308245,-0.030887187,-0.09774267,-0.06266977
44,0.12605771,-0.13222598,-0.346859,0.24024744,0.06897706,-0.0025135055,-0.11043672,-0.115347885
45,0.10792374,-0.12429996,-0.34916344,0.25555336,0.05336815,0.006971501,-0.09210484,-0.052965663
46,0.15213346,-0.1050068,-0.39208788,0.33200583,0.05203278,-0.06087342,-0.072802916,-0.093809485
47,0.095558755,-0.15659425,-0.32488844,0.24975884,0.094315834,0.057668574,-0.074527465,-0.04984634
48,0.10646237,-0.14260967,-0.3438966,0.2536506,0.10017933,0.02585119,-0.12453948,-0.1068502
49,0.09451021,-0.1121905,-0.32995045,0.30269623,0.08890951,0.015949614,-0.12251495,-0.12228503
50,0.088769205,-0.13909492,-0.31060952,0.22926798,0.08769287,0.09635017,-0.045008674,-0.048306912
51,0.07167611,-0.11642511,-0.35428548,0.27491927,0.07963815,0.04573753,-0.11926976,-0.09677698
52,0.109059036,-0.12810883,-0.35268056,0.24325293,0.077304795,0.029777206,-0.10807756,-0.097555146
53,0.1013762,-0.1605562,-0.3218332,0.22319579,0.09971366,0.06841329,-0.080535695,-0.054072
54,0.09525003,-0.13905714,-0.34804842,0.22568348,0.08439699,0.01937443,-0.11331158,-0.05599723
55,0.10475568,-0.1225957,-0.34747356,0.24226546,0.07162837,0.035801105,-0.10308504,-0.09025845
56,0.09952565,-0.110113956,-0.33780164,0.2790179,0.066835076,0.007240683,-0.113113895,-0.10713089
57,0.13155162,-0.13459526,-0.34922087,0.25143567,0.067760795,0.019800112,-0.07505932,-0.086588226
58,0.10131955,-0.114046715,-0.35325068,0.2662497,0.06222313,0.03763947,-0.09322336,-0.067690015
59,0.09963834,-0.1147452,-0.35431156,0.2661295,0.06536147,0.03966634,-0.09503749,-0.06887595
60,0.12939128,-0.12126846,-0.3455994,0.263435,0.06987475,-0.016254984,-0.11179458,-0.12588117
61,0.14907083,-0.10868689,-0.3935194,0.33136916,0.05672888,-0.059083357,-0.079268895,-0.09189354
62,0.090972,-0.116398714,-0.36383003,0.26459628,0.060427494,-0.017730609,-0.11615549,-0.074864894
63,0.10658648,-0.13449542,-0.35231206,0.2394752,0.08279239,0.023655266,-0.112412535,-0.08497546
64,0.09197408,-0.14144966,-0.32468307,0.2339558,0.074067526,0.078397766,-0.044443965,-0.042159904
65,0.13454027,-0.12561053,-0.3094232,0.16612424,0.07847598,0.1107007,-0.022340894,-0.12232819
66,0.07262692,-0.11032307,-0.30359578,0.24437846,0.09428051,0.091095194,-0.10758385,-0.09677014
67,0.11896735,-0.12832247,-0.30712664,0.15478224,0.07614173,0.11676137,-0.029917933,-0.087949574
68,0.08691499,-0.10710211,-0.34349403,0.22329275,0.04708372,-0.013786301,-0.10279803,-0.050786234
69,0.120030485,-0.13850836,-0.34194177,0.2379392,0.07390998,-0.0032028332,-0.1158099,-0.1054654
70,0.105943225,-0.13347322,-0.34370545,0.2444014,0.05989676,0.00701043,-0.09557113,-0.040420182
71,0.114060275,-0.13229868,-0.33373937,0.22985592,0.065384686,0.058555532,-0.052219488,-0.07494274
72,0.085381866,-0.10713602,-0.3449963,0.28880107,0.07671998,-0.010172568,-0.121766016,-0.09442159
73,0.08985374,-0.16292864,-0.3066857,0.21791983,0.103270635,0.07448237,-0.081839,-0.041169595
74,0.114598215,-0.10112339,-0.24610934,0.3967967,0.09690016,0.040110774,0.008217379,-0.15555364
75,0.15292813,-0.1058314,-0.22514686,0.17966823,0.06279102,0.17757812,0.109445184,-0.11016773
76,0.069832295,-0.10719776,-0.2900742,0.2699655,0.12484703,0.11962581,-0.053097412,-0.11095792
77,0.12822777,-0.14178078,-0.28044432,0.21419585,0.10158343,0.13020629,-0.03461647,-0.12299015
78,0.08062652,-0.13375014,-0.3174778,0.19631991,0.12986182,0.099985115,-0.09085147,-0.08845807
79,0.08240603,-0.11640425,-0.3153118,0.2520752,0.091548085,0.028722994,-0.11714658,-0.10166909
80,0.09557468,-0.16569875,-0.32108235,0.25067687,0.08927539,0.051231086,-0.073096916,-0.032532014
81,0.121687174,-0.1532979,-0.3286116,0.17167391,0.08530243,0.07217525,-0.08630586,-0.08148113
82,0.072414905,-0.12404835,-0.2919598,0.13572669,0.121332094,0.12506747,-0.08829347,-0.059745237
83,0.06921647,-0.117829785,-0.28855944,0.26981223,0.10630315,0.08005686,-0.08906473,-0.10561387
84,0.09658298,-0.14860922,-0.34599632,0.22751617,0.11024651,0.015793398,-0.1278691,-0.07095306
85,0.07195142,-0.1536699,-0.3489093,0.20765296,0.12846658,0.022712767,-0.13163236,-0.044821057
86,0.09235298,-0.16523185,-0.30787334,0.21697633,0.107348666,0.06997142,-0.087105915,-0.045081086
87,0.10390911,-0.14338668,-0.34504658,0.22588107,0.09194428,-0.003982052,-0.12726828,-0.07641649
88,0.067959286,-0.11770925,-0.34611237,0.23506364,0.08426797,-0.0055043176,-0.12490761,-0.052146174
89,0.11599856,-0.16556892,-0.33046338,0.20882224,0.07759446,0.028651856,-0.09592945,-0.04307916
90,0.110232845,-0.13727629,-0.35847342,0.21828997,0.08797008,-0.038711533,-0.124011256,-0.06007208
91,0.093469866,-0.15249817,-0.34478182,0.2029939,0.093683675,-0.014238372,-0.12272736,-0.025367014
92,0.07914525,-0.10580354,-0.33736554,0.25533253,0.08117655,-0.011019237,-0.12040554,-0.074966654
93,0.09516588,-0.1496612,-0.34793437,0.20384815,0.087703936,-0.007892214,-0.1246143,-0.043642834
94,0.095973,-0.14718015,-0.35304886,0.20256875,0.09179528,-0.018138222,-0.12895323,-0.049352974
95,0.09440964,-0.13154265,-0.3388527,0.25021264,0.11375917,-0.011074491,-0.1347644,-0.07338234
96,0.10400532,-0.16692163,-0.30845535,0.20747587,0.077642664,0.027256966,-0.09610453,-0.013218947
97,0.09666347,-0.14625914,-0.3472619,0.2160568,0.09351562,0.0002533272,-0.12583503,-0.061947376
98,0.10086746,-0.14519426,-0.34691036,0.21974097,0.093729764,-0.0010340959,-0.12585625,-0.07023854
99,0.09821939,-0.14284094,-0.35135913,0.24206601,0.09720402,-0.007997245,-0.12882851,-0.07036328
100,0.08492319,-0.10578679,-0.3499373,0.2603147,0.076633185,-0.019453637,-0.1181471,-0.06865796
101,0.08890294,-0.15310484,-0.34511214,0.18817139,0.094256915,-0.0026779324,-0.1246182,-0.020964105
102,0.1248008,-0.15840721,-0.33357885,0.20014744,0.08231648,-0.009275384,-0.11119712,-0.06459225
103,0.08914983,-0.110133015,-0.36094147,0.19858235,0.06365094,-0.03559938,-0.11246343,-0.035243064
104,0.12614805,-0.15777409,-0.33252925,0.20609601,0.06486277,0.006186232,-0.09637002,-0.054472826
105,0.09397904,-0.14682409,-0.34703684,0.17388067,0.08465722,-0.030074298,-0.12877984,-0.025103047
106,0.09366333,-0.14682852,-0.29108787,0.16074428,0.10388991,0.098986045,-0.06988324,-0.04307501
107,0.049027853,-0.11826053,-0.31075305,0.24533422,0.11109539,0.028474718,-0.12893133,-0.0790142
108,0.077539966,-0.15140505,-0.3473201,0.2190623,0.120043606,-0.0016355887,-0.13649824,-0.045245394
109,0.09475443,-0.14575809,-0.34921378,0.23851176,0.10209003,-0.0064657256,-0.1304356,-0.06701164
110,0.06365841,-0.12570888,-0.30701193,0.2776687,0.10879309,0.05088649,-0.10235183,-0.10050667
111,0.08837918,-0.16982195,-0.31095627,0.23981263,0.09341967,0.051226523,-0.08213383,-0.025030006
112,0.09326352,-0.14432079,-0.35047442,0.25052446,0.10018997,0.010937072,-0.125833,-0.07227884
113,0.17836268,-0.11404297,-0.24115914,0.12062685,0.044920176,0.16819128,0.118362576,-0.1272162
114,0.04501725,-0.0746827,-0.21475637,0.3038895,0.12166463,0.10693584,0.01237455,-0.114953876
115,0.07654145,-0.12395671,-0.30549368,0.13257436,0.12751193,0.08196895,-0.10770509,-0.036060072
116,0.086390905,-0.13498159,-0.31423414,0.15807472,0.12018509,0.07480884,-0.107245386,-0.062138952
117,0.064569294,-0.10245032,-0.27833453,0.17953849,0.10849079,0.11874237,-0.060761496,-0.061376777
118,0.11315869,-0.14361441,-0.281784,0.1543409,0.039979473,0.08364325,-0.008760363,-0.028996043
119,0.08954588,-0.14124614,-0.32588035,0.16579695,0.096058995,0.053399015,-0.119092636,-0.07165675
120,0.08036719,-0.12909813,-0.32042462,0.14176695,0.106142014,0.07621381,-0.11062841,-0.056062832
121,0.057000287,-0.11812852,-0.29850084,0.21129823,0.102305144,0.05877906,-0.11297891,-0.07194215
122,0.08475085,-0.16298546,-0.29913163,0.22710685,0.083685964,0.06310533,-0.07417263,-0.01539965
123,0.016825473,-0.07361631,-0.27408272,0.27464694,0.11377149,0.054749858,-0.08064053,-0.06891553
124,0.14841072,-0.12925893,-0.2749092,0.11835706,0.053896658,0.11015296,0.027726606,-0.07105673
125,0.15830058,-0.10755518,-0.24209368,0.07469201,0.062149726,0.18431607,0.066272944,-0.11619298
126,0.06288324,-0.07013843,-0.20573445,0.3031453,0.112613134,0.11170119,0.012063175,-0.11906631
127,0.13557166,-0.114155635,-0.24417618,0.10454965,0.08811666,0.1715444,-0.015484095,-0.103696905
128,0.08211599,-0.12526956,-0.28892165,0.1348252,0.11999434,0.11235185,-0.08908283,-0.06065727
129,0.101215035,-0.14044815,-0.30514383,0.18024066,0.11696676,0.09187125,-0.08687424,-0.08027801
130,0.08449609,-0.10152972,-0.35127264,0.2504728,0.08365483,-0.029108167,-0.121052206,-0.06100723
131,0.106666155,-0.16879697,-0.3051126,0.21454729,0.080037184,0.028879113,-0.094087526,-0.020899396
132,0.11332095,-0.13393891,-0.343608,0.25181752,0.09014064,-0.017777279,-0.12644014,-0.09056979
133,0.10244583,-0.14206235,-0.31459567,0.17698525,0.07390032,0.086278446,-0.058300912,-0.051379908
134,0.062491745,-0.11963146,-0.32346168,0.22077997,0.090659454,0.010968216,-0.12750958,-0.063724846
135,0.06075479,-0.16078159,-0.26971254,0.19125897,0.10401462,0.090152904,-0.08419988,-0.010837786
136,0.08152034,-0.1231626,-0.30583814,0.2965933,0.091761604,0.00449837,-0.125195,-0.09559587
137,0.06052298,-0.15349317,-0.33832788,0.2083751,0.13405973,0.03370835,-0.1371901,-0.05094658
138,0.09172984,-0.17348915,-0.29032004,0.20051117,0.11562508,0.06567202,-0.10084217,-0.046060063
139,0.07751556,-0.12338978,-0.3122532,0.29442286,0.09577711,0.0091758445,-0.13434193,-0.095878944
140,0.09419141,-0.16915031,-0.31328306,0.21108972,0.09283643,0.051076148,-0.09319782,-0.029599864
141,0.045288168,-0.15400532,-0.33453736,0.19939432,0.13252193,0.04083512,-0.13655145,-0.037798382
142,0.10128854,-0.12677357,-0.29840982,0.31816468,0.0833609,0.0003002882,-0.110207304,-0.10734493
143,0.08691624,-0.15624873,-0.2837157,0.21568969,0.10329957,0.0951161,-0.07216778,-0.054021046
144,0.08515475,-0.14774844,-0.34389547,0.25589865,0.108691335,0.022713259,-0.13320355,-0.082800254
145,0.0777159,-0.14374971,-0.34713012,0.2574972,0.10952704,0.041699637,-0.12484755,-0.07894236
146,0.07783101,-0.11932065,-0.312872,0.28651094,0.09506225,0.006247416,-0.13517413,-0.096121155
147,0.08822314,-0.15068884,-0.34011582,0.22333184,0.11463538,0.022452123,-0.1314721,-0.06497429
148,0.08122233,-0.16810307,-0.29344356,0.21082863,0.10304982,0.07125608,-0.08783059,-0.02614769
149,0.08042944,-0.14605513,-0.3305644,0.23094133,0.117124364,0.03452839,-0.13223472,-0.077173166
150,0.08782468,-0.14845105,-0.33875546,0.23023438,0.10969412,0.0263424,-0.13238433,-0.07416332
151,0.08601114,-0.15094376,-0.34499136,0.22824757,0.105177075,0.00093942136,-0.13337162,-0.05607552
152,0.11178686,-0.099137746,-0.36224732,0.23388737,0.055701356,-0.040207103,-0.10072557,-0.055700667
153,0.12887251,-0.15610069,-0.31710708,0.21191591,0.051937137,-0.005059622,-0.09291372,-0.04944395
154,0.11063783,-0.13532722,-0.34123123,0.2160973,0.065878935,-0.041898146,-0.11769828,-0.05450563
155,0.092431694,-0.107167125,-0.34914175,0.22065319,0.059652433,-0.028277636,-0.11158143,-0.048765555
156,0.112550564,-0.122965306,-0.25772068,0.13719371,0.047466908,0.111510515,0.015253633,-0.04207545
157,0.05290766,-0.12168992,-0.31298012,0.23134491,0.104377195,0.022178523,-0.13383642,-0.06757156
158,0.051760435,-0.11899213,-0.2947549,0.2391874,0.11119659,0.06950558,-0.11350056,-0.08446808
159,0.10530686,-0.12998678,-0.26171875,0.13408455,0.08789265,0.13449988,-0.021058798,-0.057129562
160,0.047202796,-0.1215954,-0.29517907,0.24441788,0.11529931,0.06869356,-0.10586281,-0.08344101
161,0.13378665,-0.13915065,-0.27931526,0.12489887,0.045145962,0.09215822,-0.0056926906,-0.060046114
162,0.086427465,-0.117838524,-0.28421807,0.11172873,0.10609852,0.10649905,-0.09060694,-0.050117053
163,0.05636192,-0.120151386,-0.30328065,0.210199,0.096728444,0.026937716,-0.12062964,-0.07142323
164,0.10387854,-0.12239098,-0.27863902,0.11064012,0.07674894,0.12573181,-0.03272911,-0.040471636
165,0.06175667,-0.1243727,-0.33989882,0.23068376,0.08565033,0.0045922473,-0.1317886,-0.04894013
166,0.115660354,-0.16385354,-0.313038,0.20974445,0.09448563,0.034216642,-0.107919365,-0.067209296
167,0.046019416,-0.15406017,-0.32890695,0.20467561,0.12962566,0.045393467,-0.13693386,-0.03748506
168,0.0773462,-0.10347153,-0.31515938,0.27231866,0.090687916,-0.0035417527,-0.12599105,-0.09030436
169,0.098610625,-0.14898705,-0.33158666,0.2471578,0.10478711,0.02375739,-0.13264367,-0.09656958
170,0.080778174,-0.14922039,-0.32851067,0.23916523,0.1193852,0.043139026,-0.13055857,-0.0870769
171,0.07040678,-0.14490157,-0.33347827,0.24953064,0.11887385,0.02989772,-0.13526326,-0.0798683
172,0.13513684,-0.118061535,-0.35783628,0.29672152,0.052657634,-0.04047899,-0.064622596,-0.061994858
173,0.11687432,-0.16200742,-0.31557366,0.22710893,0.081520334,0.0013632178,-0.105753995,-0.059821837
174,0.074697204,-0.12313338,-0.354194,0.21405675,0.078207165,-0.025316253,-0.13012666,-0.042590037
175,0.1152191,-0.16398661,-0.31911784,0.20742233,0.08528198,0.016804755,-0.107675225,-0.05655246
176,0.10654022,-0.10305422,-0.36543286,0.2005113,0.06328115,-0.044919953,-0.10885815,-0.038795628
177,0.106950805,-0.16286395,-0.30774695,0.18727116,0.06958137,0.028002739,-0.09830983,-0.022535548
178,0.09336312,-0.108313024,-0.32687652,0.25387877,0.06280661,-0.0070327297,-0.112657025,-0.081357926
179,0.109761134,-0.11510154,-0.23199064,0.1634128,0.047524914,0.13422394,0.043221265,-0.053857133
180,0.05039543,-0.12000257,-0.2803305,0.2449016,0.1034216,0.06089977,-0.087708056,-0.088179424
181,0.048423305,-0.12516804,-0.27705222,0.2551232,0.11912039,0.0835628,-0.06919238,-0.0971936
182,0.11897887,-0.14456806,-0.26080573,0.18482204,0.1039653,0.13764936,-0.037599064,-0.10908225
183,0.13442995,-0.14399362,-0.24914886,0.13888992,0.08566866,0.13789149,0.00012545288,-0.09606333
184,0.05890505,-0.119804785,-0.33681583,0.22924678,0.093775466,-0.004349813,-0.1357871,-0.047307536
185,0.112971805,-0.15844724,-0.31222922,0.21826091,0.08004482,0.045666587,-0.080214076,-0.064411536
186,0.09931043,-0.14526346,-0.33097082,0.22404566,0.0861669,0.0039227754,-0.12499924,-0.07732345
187,0.11998422,-0.12521364,-0.35003662,0.21893667,0.07533163,-0.047183737,-0.115209706,-0.06844225
188,0.0802959,-0.110765755,-0.34428138,0.2130525,0.073062666,-0.02258557,-0.12340857,-0.041476496
189,0.096426636,-0.14848629,-0.33284986,0.2310195,0.10711259,0.007228911,-0.1362104,-0.07780437
190,0.08455229,-0.1407519,-0.32709563,0.22384486,0.08229388,0.038593702,-0.10895312,-0.036884803
191,0.09971999,-0.12567617,-0.31378537,0.233898,0.07038233,0.07068883,-0.04604505,-0.07765496
192,0.10124612,-0.14328448,-0.32729328,0.2460414,0.09257112,0.023162514,-0.12799814,-0.10419534
193,0.06809506,-0.119674265,-0.322605,0.2761444,0.093976386,0.017064348,-0.1331027,-0.09411521
194,0.09887265,-0.16820063,-0.307374,0.21436815,0.08434343,0.04772138,-0.0850233,-0.03626056
195,0.0858959,-0.15140976,-0.33770674,0.22679254,0.10088472,0.0005755648,-0.13208924,-0.05313724
196,0.07070581,-0.11483929,-0.32972735,0.24393882,0.079486385,-0.005373113,-0.12667477,-0.06543891
197,0.116076976,-0.1530647,-0.31643438,0.22098458,0.06827193,0.03871525,-0.07184511,-0.06465264
198,0.10623698,-0.13677724,-0.3380805,0.21783054,0.0744632,-0.036844388,-0.123892836,-0.058910277
199,0.07106083,-0.10919378,-0.33483678,0.2351373,0.08731188,-0.017889097,-0.12948298,-0.052603833
200,0.10348394,-0.16623157,-0.30461574,0.1999501,0.07393588,0.04115195,-0.09407942,-0.026575413
201,0.08568359,-0.15079996,-0.3375213,0.21222627,0.10448546,-0.015766293,-0.13795927,-0.04283825
202,0.10881194,-0.16206276,-0.3150274,0.15637736,0.09907198,0.05091445,-0.11029957,-0.058609046
203,0.07467682,-0.1404452,-0.3106586,0.15565239,0.11754809,0.055947945,-0.12727438,-0.046381563
204,0.009585434,-0.08079935,-0.28754193,0.24259236,0.10791206,0.03035345,-0.09715193,-0.04540319
205,0.08977505,-0.12000494,-0.28401047,0.10986482,0.10740951,0.098510705,-0.09149591,-0.048807725
206,0.124903984,-0.12544474,-0.26715803,0.071067855,0.07421555,0.120122924,-0.02548796,-0.0550842
207,0.07444964,-0.13604718,-0.30646536,0.16705653,0.12032823,0.08141632,-0.11676046,-0.06591679
208,0.0819445,-0.14969568,-0.33211556,0.23108105,0.110933706,0.032027677,-0.13593224,-0.075607896
209,0.19466546,-0.06857841,-0.22575612,0.07678787,-0.030680537,0.18856382,0.22723144,-0.1372911
210,-0.0062436126,-0.037292965,-0.18024117,0.30955002,0.11454104,0.10391538,0.046093106,-0.031009592
211,0.18903467,-0.11143164,-0.24566591,0.04801704,0.025903903,0.18118402,0.05952911,-0.13120922
212,0.12926719,-0.111870304,-0.24837834,0.0899315,0.07242588,0.16455188,0.0014756173,-0.08589301
213,0.12470908,-0.12673458,-0.24922524,0.12718268,0.084295325,0.15088448,-0.036535554,-0.095134705
214,0.09091008,-0.10854187,-0.33982638,0.21759468,0.059491247,-0.025819272,-0.11399342,-0.04734087
215,0.114501685,-0.16069925,-0.29810312,0.20760521,0.07002635,0.0068609565,-0.098306574,-0.035615344
216,0.071191154,-0.11012692,-0.32283112,0.25107795,0.08339468,-0.005979702,-0.12764065,-0.06958141
217,0.09127453,-0.15101875,-0.32705614,0.20323725,0.08482398,-0.005491674,-0.12555191,-0.03879875
218,0.10192037,-0.13923694,-0.33779207,0.22103688,0.084101945,-0.03136982,-0.12994142,-0.06252611
219,0.09030374,-0.14973572,-0.33373606,0.1996542,0.09772882,-0.020169906,-0.13094708,-0.031089306
220,0.14178514,-0.12589185,-0.24601397,0.13772035,0.050968423,0.12368801,0.041737765,-0.07920662
221,0.018068425,-0.05011139,-0.18707706,0.3785568,0.11318675,0.07308739,0.029269874,-0.0869905
222,0.16444802,-0.10562396,-0.23570997,0.102636814,0.04208234,0.15373904,0.106749,-0.10255684
223,0.06752814,-0.06512074,-0.18465884,0.2626208,0.11095572,0.15921518,0.06324381,-0.099815845
224,0.18451518,-0.10501496,-0.22781181,0.06350455,0.04003904,0.20125142,0.10054791,-0.1458517
225,0.12975737,-0.12477746,-0.25201893,0.08215946,0.08258262,0.13829648,-0.0015373081,-0.07639134
226,0.09516388,-0.14602257,-0.2980479,0.18112311,0.103337266,0.071111314,-0.10710782,-0.081974655
227,0.021504065,-0.120230764,-0.30150184,0.2034865,0.123460025,0.049805023,-0.12769984,-0.052333258
228,0.081563026,-0.1553009,-0.33013067,0.21554874,0.10662943,0.019259237,-0.13240692,-0.0490976
229,0.093328685,-0.15062857,-0.29750496,0.22545889,0.08264985,0.066697285,-0.065767676,-0.055144705
230,0.06357809,-0.109961525,-0.324935,0.24773294,0.0956606,-0.012192391,-0.13468748,-0.059568793
231,0.09270799,-0.17179151,-0.3002774,0.19756481,0.101145215,0.034926005,-0.114890456,-0.033210274
232,0.0892402,-0.14791843,-0.33390588,0.19599356,0.09610666,-0.020304874,-0.13786149,-0.048009187
233,0.08148264,-0.1117019,-0.34014028,0.20869024,0.06874779,-0.023580462,-0.122772515,-0.04054448
234,0.11242464,-0.119515926,-0.2328771,0.15877211,0.04626423,0.12491894,0.034060612,-0.05404175
235,0.04716456,-0.123185076,-0.29548252,0.24326462,0.104977615,0.047173038,-0.13113554,-0.084879026
236,0.04657768,-0.074178725,-0.20501149,0.28514826,0.12152043,0.10942681,0.0073349774,-0.10088014
237,0.17716673,-0.116279244,-0.23889834,0.112646736,0.037267476,0.15480766,0.109627396,-0.11951501
238,0.088858716,-0.10222327,-0.22798966,0.18783402,0.106812574,0.16899183,-0.0071115345,-0.09211495
239,0.11635661,-0.13256523,-0.25521725,0.1182386,0.07987704,0.13003734,-0.019433945,-0.068752214
240,0.040116034,-0.11982268,-0.28879002,0.22676983,0.11154793,0.05853327,-0.11922857,-0.07473853
241,0.10221407,-0.16728333,-0.30728006,0.19543804,0.09366575,0.017543137,-0.11454378,-0.0416599
242,0.07270952,-0.15711135,-0.3315769,0.18447168,0.116173565,0.0046469793,-0.14251389,-0.027632792
243,0.07989386,-0.15594327,-0.33236593,0.20762329,0.1092428,-0.009943247,-0.14168222,-0.038525052
244,0.06462803,-0.11100197,-0.30201253,0.26705855,0.10198977,-0.009091884,-0.14043348,-0.07563768
245,0.106587656,-0.16828261,-0.29186383,0.24035521,0.08595459,0.033136465,-0.09656948,-0.055252343
246,0.088705815,-0.14612855,-0.3325311,0.23847839,0.09884749,-0.0030412972,-0.13381332,-0.066040024
247,0.08931962,-0.14594403,-0.3311562,0.23111676,0.09965946,-0.0094852,-0.1356172,-0.06265831
248,0.076207854,-0.1425197,-0.2437,0.15836379,0.08853074,0.122653455,-0.045829847,-0.026338506
249,0.061842874,-0.122045815,-0.3156917,0.291351,0.0970498,0.0020151287,-0.14644496,-0.08341001
250,0.052378707,-0.12350598,-0.2923012,0.25950193,0.103479,0.058060493,-0.12427976,-0.0941882
251,0.13450184,-0.12952198,-0.2433413,0.15286733,0.050817147,0.117352605,0.031208739,-0.075198546
252,0.08645268,-0.1255811,-0.24984685,0.13051641,0.09881292,0.14890097,-0.068496004,-0.07739213
253,0.11150899,-0.14234895,-0.2661528,0.20944397,0.08827621,0.1269427,-0.07354652,-0.12398379
254,0.031909928,-0.07827627,-0.20488498,0.29586884,0.11865531,0.09923379,0.011142343,-0.10115538
255,0.13666384,-0.14891529,-0.25200766,0.119151756,0.083234236,0.11871562,-0.026260778,-0.09103747
