sample_key,condition,bearing_id,sample_id,PCA_HI,HI_smooth,stage,bearing_latent_1,bearing_latent_2,bearing_latent_3,bearing_latent_4,bearing_latent_5,bearing_latent_6,bearing_latent_7,bearing_latent_8
35Hz12kN/Bearing1_1/00011,35Hz12kN,Bearing1_1,11,0.09657262775113801,0.08447345210520225,Slow Degradation,-3.955333058558408,1.8111754676183376,-2.7090823753570663,-0.8102684619183173,3.4410247568809638,2.3322345637234356,0.5484501032294381,2.3179729028009177
35Hz12kN/Bearing1_1/00012,35Hz12kN,Bearing1_1,12,0.06955536264120837,0.07959347398049424,Slow Degradation,-3.051547773867795,4.380753280664101,-5.6211238939379236,-2.9496811502867626,7.586645728812887,3.7708493665949963,0.4408345850599697,2.286754066573291
35Hz12kN/Bearing1_1/00013,35Hz12kN,Bearing1_1,13,0.08298546669097781,0.07346495094247414,Slow Degradation,-4.58254071065379,1.5766018633603933,-3.11432523358682,-0.9422161920162412,3.673230165055655,2.3206278178495823,0.6630440289421093,1.4198974012462364
35Hz12kN/Bearing1_1/00014,35Hz12kN,Bearing1_1,14,0.05199275380197624,0.06829269172609245,Slow Degradation,-2.8267881243599473,5.491133105637238,-7.158661186126361,-3.6161381618694333,8.322469610716697,4.582924613726991,0.08512830874129536,3.901501627269395
35Hz12kN/Bearing1_1/00015,35Hz12kN,Bearing1_1,15,0.06856629668845118,0.06904042198141919,Slow Degradation,-3.63540182860226,3.495865750683052,-5.086912397558035,-2.216353511952882,6.567923274132453,4.033303667662021,0.7502269257666382,2.382686371498469
35Hz12kN/Bearing1_1/00016,35Hz12kN,Bearing1_1,16,0.07008306562531733,0.06510640599143372,Slow Degradation,-3.7918086835556073,3.218793944211901,-4.943985859346693,-2.4671410022520672,6.539634067277497,3.9917627491036534,0.671839811472772,2.1264038615315504
35Hz12kN/Bearing1_1/00017,35Hz12kN,Bearing1_1,17,0.06615484498006752,0.062369638689926815,Slow Degradation,-3.7770145819505982,3.726580438446585,-5.640795773256658,-3.0129080969283666,6.651446516921564,3.43493329947676,0.3090564502904237,2.004457947779529
35Hz12kN/Bearing1_1/00018,35Hz12kN,Bearing1_1,18,0.05370353847191581,0.059640294325951956,Slow Degradation,-3.7623582589243703,4.203733046886005,-6.745885180286936,-3.2713925040540395,7.4527748073999245,4.337195385189413,0.9530711833990083,2.2308087212135668
35Hz12kN/Bearing1_1/00019,35Hz12kN,Bearing1_1,19,0.06174984118172028,0.053863321681287935,Slow Degradation,-4.0731049647229325,3.3593511306603343,-5.671968503639546,-2.7062513876783836,6.880845389225388,4.193020384365259,0.8566127283114737,1.8972853257165971
35Hz12kN/Bearing1_1/00020,35Hz12kN,Bearing1_1,20,0.06116648384126899,0.05080423878766752,Slow Degradation,-4.234585272482016,3.237054957557458,-5.570960980776255,-2.705678840548439,6.1368242295222615,3.6778204554208442,1.0770574179516603,2.3638181929923303
35Hz12kN/Bearing1_1/00021,35Hz12kN,Bearing1_1,21,0.04492445692764621,0.048449556953115515,Slow Degradation,-4.048504943926102,4.111355944182897,-6.521117484058722,-3.18645342783671,7.913980057078606,4.5984451297634115,0.754314666277837,2.830690164841023
35Hz12kN/Bearing1_1/00022,35Hz12kN,Bearing1_1,22,0.05842136741520407,0.04736301730558883,Slow Degradation,-4.031167233356309,3.706985303925145,-6.320041389114494,-3.114816904699935,6.249636557443131,3.262594735744089,1.1802376640455206,2.486602252059772
35Hz12kN/Bearing1_1/00023,35Hz12kN,Bearing1_1,23,0.0,0.046215017611435455,Slow Degradation,-2.144693390714781,8.809067312629317,-11.56095825409545,-6.937715844956005,15.185279341978267,7.853799113407764,0.9150706734033645,3.7270101745854203
35Hz12kN/Bearing1_1/00024,35Hz12kN,Bearing1_1,24,0.04103455064586756,0.044275478949382746,Slow Degradation,-3.996615494807682,4.439939839189564,-7.256127475662681,-3.935870222146577,8.500209126269112,4.5779246991997615,0.7884703376623611,2.2717911323827673
35Hz12kN/Bearing1_1/00025,35Hz12kN,Bearing1_1,25,0.04889092911434917,0.041003129675383054,Slow Degradation,-4.325340199066665,3.556226048316222,-6.3883016034656865,-3.3812806571362524,7.272920484518244,4.152148686354311,0.8118307133398982,1.9084008024306576
35Hz12kN/Bearing1_1/00026,35Hz12kN,Bearing1_1,26,0.056375988152327416,0.040145654898104746,Healthy,-4.976892251711321,2.1440611104182015,-5.127117049174089,-2.5282447084564303,5.484080290368035,3.7373411514585073,1.2011663386373335,2.0581588233931893
35Hz12kN/Bearing1_1/00027,35Hz12kN,Bearing1_1,27,0.04337154122453535,0.036142036952613914,Healthy,-3.7296565019708776,4.844961564481894,-7.8938266906204,-4.412929497816875,8.38292285739233,4.21383545047261,1.3689652624471373,2.4510378294119852
35Hz12kN/Bearing1_1/00028,35Hz12kN,Bearing1_1,28,0.04429399322324598,0.04066667741562538,Healthy,-3.977050137089492,4.297910521406074,-7.534925762462761,-4.078474654895196,8.422218897423488,5.012273058125831,1.2028529781464166,2.680448528726302
35Hz12kN/Bearing1_1/00029,35Hz12kN,Bearing1_1,29,0.03171534037527174,0.038405811898304346,Healthy,-4.258343734520533,4.374666556129821,-7.3847495522835365,-3.8086853733728487,8.568787025517945,5.180865340357862,0.7087247927674036,3.4232088870515103
35Hz12kN/Bearing1_1/00030,35Hz12kN,Bearing1_1,30,0.037207183932141424,0.035969326204825035,Healthy,-3.211106042546265,5.802118321862443,-9.238052078191727,-5.615847954572734,10.105036929596976,5.03933761966486,1.2549170376964642,1.973108513889531
35Hz12kN/Bearing1_1/00031,35Hz12kN,Bearing1_1,31,0.02238880590578657,0.034367231009908614,Healthy,-3.4703351660537205,6.003836807582822,-9.687089190581869,-5.636122667460449,11.411249862884347,6.285573957918775,1.237295900250084,2.1901964554828854
35Hz12kN/Bearing1_1/00032,35Hz12kN,Bearing1_1,32,0.04072176416710316,0.03270271370689571,Healthy,-4.262754028986841,4.060639598713437,-7.5710219893472,-4.338036428795354,8.179815472657257,4.564363378612443,0.9932103204160698,1.9383262049517394
35Hz12kN/Bearing1_1/00033,35Hz12kN,Bearing1_1,33,0.02068676098997832,0.032167480293775495,Healthy,-4.643737946286707,4.324865095306934,-7.970692677530943,-4.273484836900972,7.71031760685683,3.6706240859179697,1.072311714199559,3.272782231758169
35Hz12kN/Bearing1_1/00034,35Hz12kN,Bearing1_1,34,0.026962557873035364,0.031198153924308445,Healthy,-5.324850651924615,2.866764238360997,-6.6561756878096645,-3.6253383054286146,7.418800854835613,4.846108144880372,1.2093446691509664,2.7501028662151374
35Hz12kN/Bearing1_1/00035,35Hz12kN,Bearing1_1,35,0.041957131398079606,0.030080091655045098,Healthy,-4.684598806838977,3.2837194389933204,-6.839104526181594,-4.116868662468685,7.337130283941076,3.991538718262759,1.5744707916143377,1.9933133322948169
35Hz12kN/Bearing1_1/00036,35Hz12kN,Bearing1_1,36,0.02839088549741925,0.029793450032438717,Healthy,-3.735643845981619,5.587325710227079,-9.558266828845527,-5.6112880316332925,10.262032645359076,4.901014587719048,2.2164141182153143,1.99236151878118
35Hz12kN/Bearing1_1/00037,35Hz12kN,Bearing1_1,37,0.03947689250516401,0.027352522043062596,Healthy,-5.5809624771627755,2.0496328479318855,-5.531264616512704,-2.754539900255557,5.375564729231021,3.218043558657104,1.3443907991074786,2.723895057235729
35Hz12kN/Bearing1_1/00038,35Hz12kN,Bearing1_1,38,0.022991403050068332,0.028237679155373802,Healthy,-4.241330801118757,4.981285834250443,-8.991231731624334,-5.573291853242434,9.029730968246422,4.049607956007904,1.609302311765823,2.300382567317606
35Hz12kN/Bearing1_1/00039,35Hz12kN,Bearing1_1,39,0.02714462350877128,0.02938614306827276,Healthy,-4.944767439601483,3.4875546510997375,-7.236637703026697,-4.115332836491684,7.537400792102985,4.26394275761366,1.0586081272033936,2.682887190906568
35Hz12kN/Bearing1_1/00040,35Hz12kN,Bearing1_1,40,0.01980903130232911,0.030309887957928588,Healthy,-4.718072919590893,4.575811452655989,-8.071699904210835,-4.7089114005780734,8.314485772749107,3.1577011456355075,1.5063993961888928,2.966444435709491
35Hz12kN/Bearing1_1/00041,35Hz12kN,Bearing1_1,41,0.018753412262718094,0.03115449373002499,Healthy,-4.247037146520065,5.297276054691111,-9.594489366952779,-5.3216307742367865,9.36528969971768,4.428741180140343,2.1861455833445955,2.7202323763665524
35Hz12kN/Bearing1_1/00042,35Hz12kN,Bearing1_1,42,0.028653175000779185,0.02713121776809285,Healthy,-5.32876339969196,2.8950765348702876,-6.49413642807147,-3.561435126785165,6.842077784049887,3.833380459803277,1.2138222926318218,2.404910265511441
35Hz12kN/Bearing1_1/00043,35Hz12kN,Bearing1_1,43,0.03729873308912596,0.02931852918794928,Healthy,-4.523371107030066,3.772194661787774,-7.396623417274035,-4.467780396418387,8.226413748448573,4.581991342151341,1.4563636769752328,2.2625967675467975
35Hz12kN/Bearing1_1/00044,35Hz12kN,Bearing1_1,44,0.050270835404982034,0.028172741578457578,Healthy,-5.880778341434747,1.051387096783306,-4.409953100002049,-2.3681939047217386,4.653351896924241,3.3304054298213863,0.9434211158413149,1.958318569333793
35Hz12kN/Bearing1_1/00045,35Hz12kN,Bearing1_1,45,0.03599233744628691,0.029044232488552733,Healthy,-4.68144164854457,3.775182850609403,-7.9043766733539425,-4.7645454500297015,7.666585707471025,3.975962093219156,1.673199665403174,2.1153080022794826
35Hz12kN/Bearing1_1/00046,35Hz12kN,Bearing1_1,46,0.0032674088477747387,0.032289647971881004,Healthy,-3.501993207678781,6.879676595019808,-10.3805951786114,-6.618478489991108,13.268942943374823,6.665583225905866,1.3509739458441241,3.5480466581370154
35Hz12kN/Bearing1_1/00047,35Hz12kN,Bearing1_1,47,0.04267720582877618,0.033032799781250205,Healthy,-4.7446438672151485,3.375534412057158,-7.468166594396269,-4.473587433832131,7.371345075832382,4.442341792190376,1.9956278028879175,2.0531996400452326
35Hz12kN/Bearing1_1/00048,35Hz12kN,Bearing1_1,48,0.01683253502334603,0.033701819121894266,Healthy,-3.551942924398096,6.191565796004356,-10.255619839821676,-6.390862021397235,11.579174048991185,6.022579831785298,1.5947377456489638,2.798161529035409
35Hz12kN/Bearing1_1/00049,35Hz12kN,Bearing1_1,49,0.02765244949318546,0.03237239902385033,Healthy,-5.037549579698086,3.449834364991504,-7.0116672039451995,-4.129706637159047,7.8287859073036,4.629755918389916,1.3823973309070512,3.461198837928283
35Hz12kN/Bearing1_1/00050,35Hz12kN,Bearing1_1,50,0.04796215161267253,0.0326089418362915,Healthy,-5.689184511518237,1.4835122139278483,-4.929370022289523,-2.9473573228388976,5.604838564339863,3.5269008228946648,1.1973315945499727,1.441022480829029
35Hz12kN/Bearing1_1/00051,35Hz12kN,Bearing1_1,51,0.03534154128510203,0.03811520945661215,Healthy,-4.600295517343412,3.8003441552685433,-7.557604822844402,-4.661341080305473,8.056250101679334,4.30466438258766,1.5800626112772191,2.336619221457831
35Hz12kN/Bearing1_1/00052,35Hz12kN,Bearing1_1,52,0.043319907154922455,0.03828951639844861,Healthy,-5.0737504448394155,2.7880039454885677,-6.536284748495422,-4.373869205916371,7.343892328166846,4.609590723837035,1.456276821595403,1.963682827398361
35Hz12kN/Bearing1_1/00053,35Hz12kN,Bearing1_1,53,0.03830605452258662,0.04051505927751908,Healthy,-4.804607986186999,3.4467055709654506,-7.459962492420129,-4.2686911361559625,7.754780136011133,4.536910063005508,1.9427800111117,1.5087933951748114
35Hz12kN/Bearing1_1/00054,35Hz12kN,Bearing1_1,54,0.03812122275825744,0.04243783055033679,Slow Degradation,-5.476720508453629,2.2878903671087008,-6.028678165040368,-3.3561693959659538,5.662970791211352,3.1701908883317356,1.0287512356716437,2.107274630163007
35Hz12kN/Bearing1_1/00055,35Hz12kN,Bearing1_1,55,0.05282381743066061,0.04181253123154785,Slow Degradation,-5.91217036454388,0.9059226454397047,-4.463809994271525,-2.4788977809886696,4.611196036467289,3.4646675936824463,0.9128833333568486,1.895540464639956
35Hz12kN/Bearing1_1/00056,35Hz12kN,Bearing1_1,56,0.044245968305304306,0.04386000091811299,Slow Degradation,-5.346291745646596,2.077212010664406,-5.594726878379841,-3.308187860337206,5.864919944872854,3.7765844647408024,0.9611598517718584,2.1185343706230966
35Hz12kN/Bearing1_1/00057,35Hz12kN,Bearing1_1,57,0.036862420934980294,0.04258166766701643,Slow Degradation,-4.541154753392399,4.0090563333235,-8.354518207610173,-5.020934211707799,8.219519448210656,4.456404194862481,2.124631014807914,1.9516940271403633
35Hz12kN/Bearing1_1/00058,35Hz12kN,Bearing1_1,58,0.04495739094854484,0.04319818284837448,Slow Degradation,-5.822151395525641,1.4796741572482408,-5.158755656091389,-2.740033196108077,5.632738593638481,3.82867955526483,1.2418166687852017,1.8387462777157488
35Hz12kN/Bearing1_1/00059,35Hz12kN,Bearing1_1,59,0.042334457743572,0.04442603796231473,Slow Degradation,-5.2396863460891705,2.751592386775202,-6.70959102377221,-4.541194604165327,7.817189851784019,4.237008559446057,1.5425290644897454,1.7053404650147082
35Hz12kN/Bearing1_1/00060,35Hz12kN,Bearing1_1,60,0.05376876846418835,0.04268933030968749,Slow Degradation,-4.859945508449037,2.811829890287595,-6.438359170653858,-4.590420823249684,7.35314005783821,3.7616151711916945,1.257180449306302,1.4383455731559565
35Hz12kN/Bearing1_1/00061,35Hz12kN,Bearing1_1,61,0.031814907895053424,0.04046629147952477,Healthy,-4.882249693301691,3.4770732891981595,-7.280158179771735,-4.665792552404815,8.404528742261878,4.186203511133593,0.9932078282959441,1.280515273670989
35Hz12kN/Bearing1_1/00062,35Hz12kN,Bearing1_1,62,0.04385469115480911,0.040988012788486024,Healthy,-5.604320259390167,1.917621266529125,-5.810331858776922,-2.952679009965412,4.699768494852228,3.153333982025073,1.721360727570208,2.549850678254668
35Hz12kN/Bearing1_1/00063,35Hz12kN,Bearing1_1,63,0.049171918783719626,0.04055207214925073,Healthy,-5.296464720519448,2.1474836442074494,-5.69904972296978,-3.3155956035890943,5.797655117615613,3.927450894003154,1.2541231466898501,2.360489021741838
35Hz12kN/Bearing1_1/00064,35Hz12kN,Bearing1_1,64,0.037193448557015396,0.04206837650320597,Slow Degradation,-5.003265325346672,3.2696964822122734,-7.023180152795812,-3.9456279398433174,6.6912922459129,3.8260656428233424,1.8255408895100267,2.84530305261714
35Hz12kN/Bearing1_1/00065,35Hz12kN,Bearing1_1,65,0.02423861883383982,0.04009693044828702,Healthy,-3.9360070436913337,5.386430475804559,-9.50036137965405,-5.720765726123749,10.40792108849872,5.821086234631789,1.5305832608034253,3.0236146455008917
35Hz12kN/Bearing1_1/00066,35Hz12kN,Bearing1_1,66,0.04155791271563167,0.03861683875888479,Healthy,-6.219660155057813,0.8214837648807405,-4.497124702454154,-3.0197781803390953,4.4041772461845055,2.7607577689562297,0.026920972945555354,1.861140060223679
35Hz12kN/Bearing1_1/00067,35Hz12kN,Bearing1_1,67,0.041033925195427146,0.03558292287780035,Healthy,-5.175783918762747,2.409605469557097,-6.444274850416765,-3.6919154787804254,6.0251488754664395,4.134297829076241,0.5135964045999485,2.083034210973879
35Hz12kN/Bearing1_1/00068,35Hz12kN,Bearing1_1,68,0.055981196929169225,0.03436293678353957,Healthy,-5.343036231760998,1.5407088491102645,-5.3988869926016605,-3.372819993352436,4.688276183771642,3.744656864784623,0.26374908202626535,1.485331729916923
35Hz12kN/Bearing1_1/00069,35Hz12kN,Bearing1_1,69,0.036025753969917806,0.03129145059672047,Healthy,-5.014205338238788,2.9171702859877744,-6.887622167362481,-4.506014386894168,6.107801333486033,3.5038373797789553,0.08692170857450975,1.7190640091657898
35Hz12kN/Bearing1_1/00070,35Hz12kN,Bearing1_1,70,0.01849408269043329,0.02996617060766349,Healthy,-4.599023582312106,4.310175649899709,-8.441825768792427,-5.345026612281419,7.3602283664948285,3.5054723019232576,0.09688056488943741,2.9952879141406026
35Hz12kN/Bearing1_1/00071,35Hz12kN,Bearing1_1,71,0.016549448225049168,0.02862404818536906,Healthy,-3.904966724221525,5.509171940237888,-10.191441252250968,-6.699457386033221,10.04118406099256,5.077534306478099,0.09932805094540971,2.4495059203232694
35Hz12kN/Bearing1_1/00072,35Hz12kN,Bearing1_1,72,0.038192043935372594,0.027682364006315727,Healthy,-5.40569010375832,2.3146749383292957,-6.750614475690677,-5.171387307951888,5.449717922942069,2.6016281096425993,-0.21474786674454552,1.5380450234575003
35Hz12kN/Bearing1_1/00073,35Hz12kN,Bearing1_1,73,0.009550072875643495,0.02427171722433292,Healthy,-5.065625314918538,3.889866242059951,-9.338449859933002,-6.515301030649189,7.402483954579113,3.285831765646862,-0.06648536337842469,1.5125498349012647
35Hz12kN/Bearing1_1/00074,35Hz12kN,Bearing1_1,74,0.012311098932326986,0.025058566119866496,Healthy,-4.792251067856108,4.2421116085533885,-9.519066719700938,-7.4428160952579985,9.778294761492075,4.064759690592052,-0.667986244532674,1.0613499480214006
35Hz12kN/Bearing1_1/00075,35Hz12kN,Bearing1_1,75,0.029478810914981834,0.06541555766818531,Slow Degradation,-5.337154789233945,2.8438824396812428,-8.200649186658056,-6.144065861473639,5.998965751494334,2.41705285031811,-0.04152784068189984,1.3707009148309623
35Hz12kN/Bearing1_1/00076,35Hz12kN,Bearing1_1,76,0.03255876758394716,0.11059176341941637,Slow Degradation,-3.350827585096208,5.50077942062172,-11.896509257151598,-9.307306586287368,9.854411324915036,3.6854580475987304,0.3883477593512959,0.4259715255829929
35Hz12kN/Bearing1_1/00077,35Hz12kN,Bearing1_1,77,0.02528537589132393,0.15308692419619374,Slow Degradation,-3.5187339753408655,5.4746095938952015,-11.328470788088838,-8.309597795182782,10.160361507552622,4.215519543203689,0.13896209614073218,0.6560778189274952
35Hz12kN/Bearing1_1/00078,35Hz12kN,Bearing1_1,78,0.04310739402972,0.20272438020316255,Slow Degradation,-2.6450916687132,5.950349851591293,-12.852241046576477,-9.95370804998182,10.45510719112598,3.38794756882797,0.7511052380134473,-0.8707161956644336
35Hz12kN/Bearing1_1/00079,35Hz12kN,Bearing1_1,79,0.38170700662530266,0.2538063219290151,Slow Degradation,4.713188907733236,1.0734194903944083,-3.6718042880551134,-4.866797040230857,2.5680394535717235,0.7599413735428141,2.9434915392246364,-1.614375883115598
35Hz12kN/Bearing1_1/00080,35Hz12kN,Bearing1_1,80,0.42313529998612875,0.3016493937090208,Slow Degradation,5.671972619864969,0.2132116854492331,-3.4296263077221685,-5.17036940171496,2.427373630375787,1.6344022258747524,2.8947227829970212,-1.6826659243184758
35Hz12kN/Bearing1_1/00081,35Hz12kN,Bearing1_1,81,0.42064849092636897,0.3508194260586377,Slow Degradation,6.3009825313103764,0.9626404343141467,-4.7315910257873,-5.776727650121185,3.528549865033316,1.6333356967059312,2.6287730399607434,-0.8208298817925527
35Hz12kN/Bearing1_1/00082,35Hz12kN,Bearing1_1,82,0.45628717693836285,0.40205415645266107,Slow Degradation,6.758366038064133,0.19497089867717907,-2.9795663434775648,-5.120866882471477,2.5969470686785434,1.3965325104765087,2.5854610193854115,-2.191600891851474
35Hz12kN/Bearing1_1/00083,35Hz12kN,Bearing1_1,83,0.4720485744649995,0.45319313047264514,Accelerated Degradation,7.137132997251532,-0.17657457263145923,-2.8734588767868265,-5.315659380407963,2.9298981005815974,1.7802916819338712,2.4667624521703577,-2.432196572822318
35Hz12kN/Bearing1_1/00084,35Hz12kN,Bearing1_1,84,0.46006645693503334,0.4699551383167892,Accelerated Degradation,7.65288360024342,0.8461168925554073,-5.115697873875758,-6.07891629125517,4.647465222690086,2.1984609485338145,2.5612734432430586,-1.7429375124628343
35Hz12kN/Bearing1_1/00085,35Hz12kN,Bearing1_1,85,0.4750890587304991,0.4839911419233522,Accelerated Degradation,7.291353572382501,-0.37209561874484837,-3.4972178715665305,-5.210507186171636,3.129351137312161,1.85908997789017,2.544333569851954,-2.139574022108485
35Hz12kN/Bearing1_1/00086,35Hz12kN,Bearing1_1,86,0.48639794943753467,0.4971458230212774,Accelerated Degradation,7.654305079190187,-0.478904284236158,-3.550519545216348,-5.477610937667092,3.2686621929089537,2.0526594983809963,2.4515460534362807,-2.0737887521899507
35Hz12kN/Bearing1_1/00087,35Hz12kN,Bearing1_1,87,0.5033581602095764,0.5072829969021916,Accelerated Degradation,8.490889375823247,-0.0880847616168078,-4.024356422240484,-5.699131034598252,3.9933062002856246,2.2726076791213194,2.337272023044596,-1.892013312099751
35Hz12kN/Bearing1_1/00088,35Hz12kN,Bearing1_1,88,0.5325650772225989,0.5174199121908543,Accelerated Degradation,8.134953441693943,-1.864409936996382,-1.8552128653313438,-4.619410929570648,1.4981804073058984,1.405341336520976,2.5903273505721156,-2.8537615480810956
35Hz12kN/Bearing1_1/00089,35Hz12kN,Bearing1_1,89,0.549459332445196,0.5289094746199451,Accelerated Degradation,9.371487007505785,-0.9096129136401855,-2.753042576136097,-5.290237722910222,2.885627340107369,1.8859774088353176,2.3260876157529253,-2.529301591717457
35Hz12kN/Bearing1_1/00090,35Hz12kN,Bearing1_1,90,0.5390406208076959,0.5388592577119443,Accelerated Degradation,8.846869487869315,-1.5210488659354127,-3.047674842397114,-5.219693643207074,2.766169808847324,2.172330536691094,2.15621224269274,-1.9263194506204364
35Hz12kN/Bearing1_1/00091,35Hz12kN,Bearing1_1,91,0.5475217418665915,0.547296647584087,Accelerated Degradation,9.951741224340909,-0.454258949308917,-4.2172973465414945,-6.020509990741103,5.095834126088038,3.1763693685808327,2.057600717695499,-2.400227899278697
35Hz12kN/Bearing1_1/00092,35Hz12kN,Bearing1_1,92,0.5632808120629619,0.5587732275099593,Accelerated Degradation,9.931420957069848,-1.0452501239115828,-3.162380703512394,-5.51429000111733,3.755686135724418,2.714782268114849,2.4769066383266716,-2.6354406112646416
35Hz12kN/Bearing1_1/00093,35Hz12kN,Bearing1_1,93,0.5634725187968512,0.5650968836201334,Accelerated Degradation,9.924648106764415,-1.2281087282297782,-3.4598973419601946,-5.471829616278856,3.9196955534892575,2.964176904022348,2.5382922037696565,-2.59763395052727
35Hz12kN/Bearing1_1/00094,35Hz12kN,Bearing1_1,94,0.5646371065584931,0.5711076684652798,Accelerated Degradation,9.511313823261995,-1.7649437585510626,-2.7958249555589636,-4.998196872181306,2.7550813056074457,2.01820627578722,2.3980288360341007,-2.711996411993478
35Hz12kN/Bearing1_1/00095,35Hz12kN,Bearing1_1,95,0.5623344582868192,0.5770192303404119,Accelerated Degradation,9.678487570026178,-1.6308273167948155,-3.4193252754792596,-5.40174927776723,3.3588177079699513,2.3238402014447774,2.3161424088052507,-2.8179539541230865
35Hz12kN/Bearing1_1/00096,35Hz12kN,Bearing1_1,96,0.606647379542426,0.5861809610434199,Accelerated Degradation,10.759052498639226,-1.936603375397144,-2.2461331289708872,-4.943155817961872,3.031494797830826,2.283695914824216,2.602714905582123,-3.462519433323598
35Hz12kN/Bearing1_1/00097,35Hz12kN,Bearing1_1,97,0.5894779822141653,0.5908322701658707,Accelerated Degradation,10.864337770731142,-1.2972337052699519,-3.9766538703262455,-5.348039199542067,3.3482255742341,1.8216634641093599,2.5609526935311626,-1.9834106094419153
35Hz12kN/Bearing1_1/00098,35Hz12kN,Bearing1_1,98,0.6035563960515147,0.5965144515622184,Accelerated Degradation,10.414454158400147,-2.4648445786876048,-2.0678376984608295,-4.68681052541667,2.047139540149856,1.5571867355723295,2.519592010256113,-3.513755142325362
35Hz12kN/Bearing1_1/00099,35Hz12kN,Bearing1_1,99,0.592244677683884,0.6032234435078004,Accelerated Degradation,11.27026320310791,-1.3100751017352985,-4.511676998512869,-5.655671491861479,4.438874025768038,2.318398174017009,2.218913481237204,-2.1661034560973484
35Hz12kN/Bearing1_1/00100,35Hz12kN,Bearing1_1,100,0.6299773181936632,0.6093638447967263,Accelerated Degradation,11.676604969277491,-1.933121793685865,-2.390585339168533,-5.071783881049107,3.069055992978215,1.9601359424758205,2.6727488605637593,-3.3590063351080954
35Hz12kN/Bearing1_1/00101,35Hz12kN,Bearing1_1,101,0.60514259416502,0.6116626527328207,Accelerated Degradation,11.846636134491614,-1.112982959990811,-4.847390468069317,-5.773494271337479,4.736240487791804,2.5872005505673354,2.4881280297218455,-1.947578472764639
35Hz12kN/Bearing1_1/00102,35Hz12kN,Bearing1_1,102,0.6146121513639801,0.6173420217460996,Accelerated Degradation,11.198636631214104,-2.2113381921046065,-3.0699410149418394,-5.04995112253932,3.092772966744626,2.1064854933836594,2.4827232742989964,-2.9432764343789692
35Hz12kN/Bearing1_1/00103,35Hz12kN,Bearing1_1,103,0.625018034068731,0.6196089868828513,Accelerated Degradation,11.638599083548646,-2.040992647018288,-2.952524864694655,-5.009664230168519,3.196896671455207,2.1554281053950883,2.3142583576003473,-2.7661135839514817
